img,output,flag,username,timestamp
F:\GitHub\pytorch2_practise\captcha\flagged\img\tmpcgpc0i5r.jpg,F:\GitHub\pytorch2_practise\captcha\flagged\output\tmpu_6s5x4r.json,,,2023-06-29 12:54:48.991688
